,highly_variable
LINC01397,False
UBL4B,False
SLC6A17,False
AL355990.1,False
AL355990.2,False
LINC02586,False
KCNC4,False
RBM15-AS1,False
RBM15,False
LAMTOR5-AS1,False
SLC16A4,False
AL355488.1,False
LAMTOR5,False
PROK1,False
AL358215.1,False
AL358215.2,False
CYMP-AS1,False
KCNA10,False
KCNA2,False
AL365361.1,False
KCNA3,False
CD53,False
AL360270.2,False
AL360270.1,False
LRIF1,False
AL360270.3,False
DRAM2,False
CEPT1,False
AL355816.1,False
AL355816.2,False
DENND2D,False
CHI3L2,False
CHIA,False
AL356387.1,False
PIFO,True
OVGP1,False
AL390195.2,False
AL390195.1,False
WDR77,False
ATP5PB,False
C1orf162,False
TMIGD3,False
ADORA3,False
RAP1A,False
LINC01160,False
INKA2,False
INKA2-AS1,False
AL049557.1,False
DDX20,False
KCND3,False
KCND3-IT1,False
KCND3-AS1,False
LINC01750,False
AL445426.1,False
CTTNBP2NL,False
WNT2B,True
AL354760.1,False
ST7L,False
CAPZA1,False
MOV10,False
AL603832.1,False
RHOC,True
PPM1J,False
AL603832.2,False
TAFA3,False
LINC01356,False
LINC01357,False
SLC16A1,False
SLC16A1-AS1,True
AL390242.1,False
LRIG2-DT,True
LRIG2,False
MAGI3,True
PHTF1,False
RSBN1,False
AL137856.1,False
PTPN22,False
AP4B1-AS1,False
BCL2L15,False
AP4B1,False
DCLRE1B,False
HIPK1-AS1,False
HIPK1,False
OLFML3,False
AL591742.2,False
SYT6,False
AL121999.1,False
TRIM33,False
BCAS2,False
DENND2C,False
AMPD1,False
NRAS,False
CSDE1,False
SIKE1,False
SYCP1,False
TSHB,False
TSPAN2,False
LINC01765,False
AL049825.1,False
NGF-AS1,False
NGF,False
AL512638.3,False
VANGL1,False
CASQ2,False
NHLH2,False
LINC01649,False
SLC22A15,True
AL365318.1,False
MAB21L3,False
LINC01779,False
AL355538.1,False
ATP1A1,False
ATP1A1-AS1,False
LINC01762,False
AL136376.1,False
AL390066.1,False
AL390066.2,False
CD58,False
IGSF3,False
C1orf137,False
CD2,False
AL157904.1,False
PTGFRN,False
CD101,False
AL445231.1,False
TTF2,False
TRIM45,False
VTCN1,False
LINC01525,False
AL358072.1,False
MAN1A2,False
AL157902.1,False
TENT5C,True
GDAP2,False
WDR3,False
SPAG17,False
AL391557.1,False
TBX15,False
AL139420.1,False
AL139420.2,False
WARS2,False
WARS2-IT1,False
WARS2-AS1,False
AL359915.1,False
LINC01780,False
HAO2,False
HAO2-IT1,False
HSD3B2,False
HSD3B1,False
LINC00622,False
ZNF697,False
PHGDH,False
HMGCS2,False
REG4,False
ADAM30,False
NOTCH2,False
AC245008.1,False
SEC22B,False
AC253572.1,False
NBPF26,False
AC253572.2,False
PPIAL4A,False
LINC00623,False
FCGR1B,False
AC244453.3,False
AC244453.2,False
AC244453.1,False
FAM72B,False
SRGAP2C,False
SRGAP2-AS1,False
LINC02798,False
AL592494.1,False
AL592494.2,False
LINC01691,False
LINC02799,False
AC239800.2,False
LINC02591,False
HIST2H3PS2,False
AC246680.1,False
FAM72C,False
IGKV1OR1-1,False
LINC02802,False
PPIAL4E,False
AC246785.3,False
NBPF15,False
PPIAL4F,False
LINC01632,False
FP700111.1,False
SRGAP2B,False
FAM72D,False
PPIAL4D,False
AC245014.3,False
AC245014.1,False
NBPF20,False
AC239860.4,False
GPR89A,False
PDZK1,False
CD160,True
RNF115,False
POLR3C,False
NUDT17,False
PIAS3,False
ANKRD35,False
ITGA10,False
AC243547.1,False
PEX11B,False
RBM8A,False
LIX1L-AS1,False
LIX1L,False
ANKRD34A,False
AC243547.2,False
POLR3GL,False
TXNIP,False
HJV,False
AC239799.2,False
LINC01719,False
NBPF10,False
NOTCH2NLA,False
AC239799.1,False
PPIAL4H,False
AC245407.2,False
NBPF12,False
AC244394.2,False
PRKAB2,False
AC242426.2,False
FMO5,False
CHD1L,False
LINC00624,False
BCL9,False
ACP6,False
AC241644.1,False
GJA5,False
AC241644.3,False
AC241644.2,False
GJA8,False
GPR89B,False
AC239803.1,False
LINC02804,False
NBPF11,False
LINC02805,False
AC239809.3,False
LINC01731,False
LINC01138,False
LINC02806,False
AC245100.1,False
AC245100.6,False
PPIAL4G,False
NBPF14,False
NOTCH2NLB,False
NUDT4B,False
PDE4DIP,False
AC239802.1,False
AC239802.2,False
AC239804.1,False
NBPF9,False
AC245297.3,False
AC245297.2,False
NOTCH2NLC,False
NBPF19,False
PPIAL4C,False
AC242842.1,False
FCGR1A,False
HIST2H2BF,False
AC243772.2,False
HIST2H3D,False
HIST2H4A,False
HIST2H3C,False
HIST2H2AA3,False
HIST2H2AA4,False
HIST2H3A,False
HIST2H4B,False
AC239868.1,False
HIST2H2BE,False
HIST2H2AC,False
HIST2H2AB,False
BOLA1,False
SV2A,False
SF3B4,False
MTMR11,False
OTUD7B,True
AC244033.2,False
VPS45,False
PLEKHO1,False
AC242988.2,False
ANP32E,False
AC242988.1,False
CA14,False
APH1A,False
C1orf54,False
CIART,False
MRPS21,False
PRPF3,False
RPRD2,False
TARS2,False
ECM1,False
FALEC,False
AL356356.1,False
ADAMTSL4,False
ADAMTSL4-AS1,True
MCL1,False
ENSA,False
GOLPH3L,True
HORMAD1,False
CTSS,False
CTSK,False
ARNT,False
CTXND2,False
SETDB1,False
CERS2,False
AL590133.2,False
AL590133.1,False
ANXA9,False
MINDY1,False
PRUNE1,True
BNIPL,False
C1orf56,False
CDC42SE1,False
MLLT11,False
GABPB2,False
AL592424.1,False
SEMA6C,False
TNFAIP8L2,False
SCNM1,False
LYSMD1,False
TMOD4,False
VPS72,False
PIP5K1A,False
PSMD4,False
ZNF687-AS1,False
ZNF687,False
PI4KB,False
AL391069.3,False
RFX5,False
AL391069.1,False
AL391069.2,False
SELENBP1,False
PSMB4,False
POGZ,False
CGN,False
TUFT1,False
AL365436.2,False
SNX27,False
AL391335.1,False
CELF3,False
AL589765.1,False
RIIAD1,False
AL589765.7,False
MRPL9,False
OAZ3,False
AL589765.4,False
AL589765.2,False
AL589765.5,False
TDRKH,False
TDRKH-AS1,False
AL589765.6,False
LINGO4,False
RORC,False
C2CD4D,False
C2CD4D-AS1,False
THEM5,False
THEM4,False
AL450992.2,False
AL450992.3,False
S100A10,False
AL450992.1,False
S100A11,False
TCHHL1,False
TCHH,False
AL589986.1,False
RPTN,False
FLG-AS1,True
AL589986.2,False
HRNR,False
FLG,False
FLG2,False
CRNN,False
LCE5A,False
CRCT1,False
LCE3E,False
LCE3D,False
LCE3C,False
LCE3B,False
LCE3A,False
LCE2D,False
LCE2C,False
LCE2B,False
LCE2A,False
LCE4A,False
C1orf68,False
KPRP,False
LCE1F,False
LCE1E,False
LCE1D,False
LCE1C,False
LCE1B,False
LCE1A,False
LCE6A,False
AL162596.1,False
SMCP,False
IVL,False
LINC01527,False
SPRR5,False
SPRR4,False
SPRR1A,False
SPRR3,False
SPRR1B,False
SPRR2D,False
SPRR2A,False
SPRR2B,False
SPRR2E,False
SPRR2F,False
SPRR2G,False
AL161636.1,False
LELP1,False
PRR9,False
LOR,False
PGLYRP3,False
PGLYRP4,False
S100A9,True
S100A12,False
S100A8,True
S100A7A,False
S100A7L2,False
S100A7,False
BX470102.1,False
S100A6,False
S100A5,False
S100A4,False
S100A3,False
S100A2,False
BX470102.2,False
S100A16,False
S100A14,False
S100A13,False
S100A1,False
AL162258.2,False
CHTOP,False
SNAPIN,False
ILF2,False
NPR1,False
INTS3,False
AL513523.4,False
AL513523.3,False
SLC27A3,False
GATAD2B,False
AL358472.5,False
DENND4B,False
CRTC2,False
SLC39A1,False
AL358472.4,False
AL358472.3,False
CREB3L4,False
JTB,False
AL358472.2,False
RAB13,False
RPS27,True
NUP210L,False
TPM3,False
C1orf189,False
C1orf43,False
UBAP2L,False
HAX1,False
AQP10,False
ATP8B2,False
IL6R-AS1,False
IL6R,False
SHE,False
AL162591.2,False
TDRD10,False
UBE2Q1,False
UBE2Q1-AS1,False
AL592078.2,False
CHRNB2,False
AL592078.1,False
ADAR,False
AL606500.1,False
KCNN3,False
PMVK,False
AL451085.1,False
PBXIP1,False
PYGO2,False
AL451085.2,False
SHC1,False
CKS1B,False
FLAD1,False
LENEP,False
ZBTB7B,False
DCST2,False
DCST1,False
DCST1-AS1,False
ADAM15,False
EFNA4,False
EFNA3,False
EFNA1,False
SLC50A1,False
DPM3,False
KRTCAP2,False
TRIM46,False
MUC1,False
AC234582.1,False
THBS3,False
MTX1,False
AC234582.2,False
GBA,False
FAM189B,False
SCAMP3,False
CLK2,False
HCN3,False
PKLR,False
FDPS,False
RUSC1-AS1,False
RUSC1,False
ASH1L,False
ASH1L-IT1,False
ASH1L-AS1,False
AL353807.2,False
MSTO1,False
AL353807.5,False
YY1AP1,False
DAP3,False
AL162734.1,False
GON4L,False
SYT11,False
RIT1,False
KHDC4,False
RXFP4,False
ARHGEF2,False
AL355388.2,False
AL355388.1,False
AL355388.3,False
SSR2,False
UBQLN4,False
LAMTOR2,False
RAB25,False
MEX3A,False
LMNA,True
SEMA4A,False
SLC25A44,False
PMF1,False
BGLAP,False
PAQR6,False
SMG5,False
TMEM79,False
GLMP,False
VHLL,False
CCT3,False
TSACC,False
RHBG,False
AL139130.1,False
C1orf61,False
MEF2D,False
AL365181.1,False
IQGAP3,False
TTC24,False
NAXE,False
GPATCH4,False
AL365181.4,False
HAPLN2,False
AL365181.2,False
BCAN,False
AL365181.3,False
AL590666.2,False
NES,False
AL590666.3,False
AL590666.4,False
CRABP2,False
AL590666.1,False
ISG20L2,False
RRNAD1,False
MRPL24,False
HDGF,False
PRCC,False
AL590666.5,False
SH2D2A,False
NTRK1,False
INSRR,False
PEAR1,False
LRRC71,False
ARHGEF11,False
ETV3L,True
ETV3,False
AL138900.1,False
LINC02772,False
FCRL5,True
FCRL4,False
FCRL3,True
AL356276.1,False
FCRL2,True
FCRL1,True
CD5L,False
KIRREL1,False
KIRREL1-IT1,False
AL138899.3,False
LINC01704,False
CD1D,False
AL138899.1,False
CD1A,False
CD1C,True
CD1B,False
CD1E,True
OR10T2,False
OR10K2,False
OR10K1,False
OR10R2,False
AL365440.2,False
OR6Y1,False
OR6P1,False
OR10X1,False
OR10Z1,False
SPTA1,False
OR6K2,False
OR6K3,False
OR6N1,False
OR6K6,False
OR6N2,False
MNDA,True
PYHIN1,True
IFI16,False
AIM2,False
CADM3,False
CADM3-AS1,False
ACKR1,False
FCER1A,True
AL513323.1,False
OR10J1,False
LINC02819,False
OR10J5,False
APCS,False
CRP,False
DUSP23,False
FCRL6,True
SLAMF8,False
AL590560.2,False
SNHG28,False
VSIG8,False
AL590560.3,False
CFAP45,False
AL590560.5,False
TAGLN2,False
IGSF9,False
SLAMF9,False
LINC01133,False
KCNJ10,False
PIGM,False
AL121987.1,False
KCNJ9,False
IGSF8,False
ATP1A2,False
ATP1A4,False
CASQ1,False
AL121987.2,False
PEA15,False
DCAF8,False
AL139011.1,False
PEX19,False
COPA,False
NCSTN,False
NHLH1,False
VANGL2,False
SLAMF6,False
AL138930.1,False
CD84,False
SLAMF1,True
AL121985.1,False
CD48,False
SLAMF7,False
LY9,False
CD244,False
ITLN1,False
AL354714.3,False
AL354714.1,False
ITLN2,False
F11R,False
TSTD1,False
USF1,False
ARHGAP30,False
NECTIN4,False
AL591806.1,False
KLHDC9,False
PFDN2,False
NIT1,False
DEDD,False
UFC1,False
AL590714.1,False
USP21,False
PPOX,False
B4GALT3,False
ADAMTS4,False
NDUFS2,False
FCER1G,True
APOA2,False
TOMM40L,False
NR1I3,False
PCP4L1,False
MPZ,False
SDHC,False
CFAP126,False
AL592295.4,False
AL592295.5,False
AL592295.3,False
AL831711.1,False
FCGR2A,False
HSPA6,False
FCGR3A,True
AL590385.1,False
FCGR3B,False
FCGR2B,False
AL451067.1,False
FCRLA,True
FCRLB,False
DUSP12,False
AL359541.1,False
ATF6,False
OLFML2B,False
AL590408.1,False
NOS1AP,True
AL450163.1,False
AL512785.1,False
SPATA46,False
C1orf226,False
SH2D1B,True
UHMK1,False
AL596325.1,False
UAP1,False
AL596325.2,False
DDR2,True
HSD17B7,False
CCDC190,False
RGS4,False
RGS5,False
AL499616.1,False
AL592435.1,False
AL592435.2,True
NUF2,False
PBX1,False
AL391001.1,False
AL357568.1,False
AL357568.2,False
LMX1A,False
AL390730.1,False
AL390730.2,False
RXRG,False
LRRC52-AS1,False
LRRC52,False
AL356441.1,False
MGST3,False
ALDH9A1,False
AL451074.5,False
TMCO1,False
TMCO1-AS1,False
UCK2,False
AL358115.1,False
FAM78B,False
AL626787.1,False
AL596087.3,False
AL596087.2,False
AL583804.1,False
LINC01675,True
POGK,False
TADA1,False
ILDR2,False
MAEL,False
AL158837.1,False
GPA33,False
DUSP27,False
LINC01363,False
AL451050.2,False
POU2F1,False
AL136984.1,False
CD247,True
AL359962.3,False
AL359962.1,False
AL359962.2,False
CREG1,False
AL031733.2,False
RCSD1,False
MPZL1,False
ADCY10,True
Z99943.1,False
MPC2,False
DCAF6,False
GPR161,False
TIPRL,False
SFT2D2,False
TBX19,False
AL023755.1,False
AL022100.2,False
XCL2,True
XCL1,False
DPT,False
AL031275.1,False
LINC00626,False
AL135926.2,False
LINC00970,False
AL031726.2,False
AL031726.1,False
ATP1B1,False
NME7,False
Z99758.1,False
BLZF1,False
CCDC181,False
SLC19A2,False
Z99572.1,False
F5,False
SELP,False
C1orf112,False
SELL,False
SELE,False
AL021940.1,False
METTL18,False
SCYL3,False
KIFAP3,False
AL356475.1,False
METTL11B,False
LINC01681,True
LINC01142,False
GORAB-AS1,False
GORAB,False
AL162399.1,False
AL023495.1,False
PRRX1,False
Z97200.1,False
BX284613.2,True
MROH9,False
FMO3,False
FMO2,False
AL021026.1,False
FMO1,False
FMO4,False
PRRC2C,False
MYOCOS,True
MYOC,False
VAMP4,False
EEF1AKNMT,False
DNM3,True
DNM3-IT1,False
DNM3OS,False
AL137157.1,False
PIGC,False
C1orf105,False
SUCO,False
FASLG,False
AL031599.1,False
Z97198.1,False
TNFSF18,False
AL022310.1,False
TNFSF4,False
AL645568.1,False
PRDX6,False
SLC9C2,False
AL139142.1,False
ANKRD45,False
TEX50,False
KLHL20,False
CENPL,False
DARS2,False
GAS5,False
GAS5-AS1,False
ZBTB37,False
SERPINC1,False
RC3H1,False
RC3H1-IT1,False
LINC02776,False
RABGAP1L-DT,False
RABGAP1L,False
GPR52,False
RABGAP1L-IT1,False
Z99127.1,False
Z99127.4,False
CACYBP,False
MRPS14,False
TNN,False
KIAA0040,False
AL008626.1,False
Z94057.1,False
TNR,False
TNR-IT1,False
LINC01657,False
LINC02803,False
COP1,False
AL590723.1,False
AL591043.2,True
PAPPA2,False
AL031290.1,False
ASTN1,False
BRINP2,True
LINC01645,False
AL136114.1,False
LINC01741,False
SEC16B,False
RASAL2-AS1,False
RASAL2,True
CLEC20A,False
AL513013.1,False
TEX35,False
C1orf220,False
AL137796.1,False
AL449106.1,False
RALGPS2,True
ANGPTL1,True
FAM20B,False
TOR3A,False
ABL2,False
SOAT1,False
AXDND1,False
AL160286.3,False
NPHS2,False
AL160286.2,False
TDRD5,False
AL359853.2,False
FAM163A,False
AL359853.1,False
LINC02818,False
TOR1AIP2,False
AL353708.3,False
TOR1AIP1,False
AL353708.2,False
AL353708.1,False
CEP350,False
AL390718.1,False
QSOX1,False
LHX4,False
ACBD6,False
OVAAL,False
XPR1,False
LINC02816,False
KIAA1614,False
AL162431.1,False
KIAA1614-AS1,False
STX6,False
MR1,False
IER5,False
LINC01732,False
AL358393.1,False
LINC01699,False
CACNA1E,True
AL161734.2,False
AL161734.1,False
ZNF648,False
AL355482.1,False
AL355482.2,False
LINC01344,False
AL390856.1,False
GLUL,False
TEDDM1,False
LINC00272,False
RGSL1,False
RNASEL,False
RGS16,False
LINC01686,False
RGS8,False
LINC01688,False
NPL,False
AL355999.1,False
DHX9,False
SHCBP1L,False
LAMC1,True
LAMC1-AS1,False
LAMC2,False
NMNAT2,False
AL354953.1,False
AL449223.1,False
SMG7-AS1,False
SMG7,False
NCF2,False
AL137800.1,False
ARPC5,False
RGL1,True
APOBEC4,False
AL590422.1,False
COLGALT2,True
TSEN15,False
AL158011.1,False
AL445228.1,False
AL445228.2,False
C1orf21,True
AL078645.1,False
AL713852.1,False
AL713852.2,False
EDEM3,False
NIBAN1,False
LINC01633,False
RNF2,False
TRMT1L,False
SWT1,False
IVNS1ABP,False
AL078644.2,False
LINC01350,True
AL133383.1,False
HMCN1,True
AL133553.1,False
AL133553.2,False
PRG4,False
TPR,False
ODR4,False
OCLM,False
AL096803.2,False
PDC,False
AL096803.4,False
PTGS2,True
PACERR,False
PLA2G4A,False
ERVMER61-1,True
AL136372.2,False
AL596211.1,False
AL929288.1,False
AL691515.1,False
AL691515.2,False
LINC01035,False
LINC01701,False
AL591504.1,False
AL591504.2,False
BRINP3,False
AL354771.1,False
LINC01351,False
AL391645.1,False
LINC01720,False
AL138927.1,False
AL713866.1,False
LINC01680,False
LINC02770,False
AL359081.1,False
RGS18,False
AL390957.1,False
RGS21,False
AL136987.1,False
RGS1,False
RGS13,False
AL136454.1,False
RGS2,True
UCHL5,False
RO60,False
GLRX2,False
CDC73,False
B3GALT2,False
LINC01031,False
AL138778.1,False
AL136456.1,True
AL357793.1,False
AL357793.2,False
AL513348.1,False
AL353072.2,False
AL353709.1,False
LINC01724,False
KCNT2,False
CFH,False
CFHR3,False
CFHR1,False
CFHR4,False
CFHR2,False
CFHR5,False
F13B,False
ASPM,False
ZBTB41,False
CRB1,False
AL136322.1,False
DENND1B,False
AL365258.1,False
C1orf53,False
LHX9,False
NEK7,False
AL450352.1,True
ATP6V1G3,False
AL157402.1,False
PTPRC,False
AL157402.2,False
MIR181A1HG,True
AC096631.1,False
LINC01222,False
LINC01221,False
AC105941.1,False
LINC02789,False
NR5A2,False
LINC00862,True
AC097065.2,False
AC104461.1,False
ZNF281,False
AL359834.1,False
KIF14,True
DDX59,False
DDX59-AS1,False
CAMSAP2,True
GPR25,False
INAVA,False
KIF21B,False
AL358473.1,False
AL358473.2,False
CACNA1S,False
ASCL5,False
TMEM9,False
IGFN1,False
AC103925.1,False
PKP1,False
TNNT2,False
LAD1,False
AC119427.1,False
TNNI1,False
PHLDA3,True
AC096677.2,False
CSRP1,False
AC096677.1,False
NAV1,False
AC092800.1,False
IPO9-AS1,False
AL645504.1,False
IPO9,False
SHISA4,False
AL513217.1,False
LMOD1,False
TIMM17A,False
RNPEP,False
ELF3-AS1,False
ELF3,False
AL691482.3,False
GPR37L1,False
ARL8A,False
PTPN7,False
LGR6,True
UBE2T,False
PPP1R12B,False
SYT2,True
AC104463.2,False
AC104463.1,False
KDM5B,False
AC098934.4,False
PCAT6,False
RABIF,False
KLHL12,False
ADIPOR1,False
CYB5R1,False
TMEM183A,False
PPFIA4,False
MYOG,False
ADORA1,False
AC105940.2,False
AC105940.1,False
MYBPH,False
CHI3L1,False
CHIT1,False
LINC01353,False
LINC01136,False
BTG2,False
FMOD,False
PRELP,False
OPTC,False
ATP2B4,False
LAX1,False
ZC3H11A,False
ZBED6,False
SNRPE,False
AC096645.1,False
LINC00303,False
AL592146.2,False
SOX13,False
AL592146.1,True
ETNK2,False
ERLNC1,False
REN,False
KISS1,False
GOLT1A,False
PLEKHA6,False
AL592114.3,False
LINC00628,False
AL606489.1,False
PPP1R15B,False
PIK3C2B,False
MDM4,False
AL512306.3,False
LRRN2,True
AL512306.2,False
AL161793.1,False
AC096675.1,False
NFASC,True
CNTN2,False
TMEM81,False
RBBP5,False
DSTYK,False
TMCC2,False
AC093422.2,False
NUAK2,False
KLHDC8A,False
LEMD1-AS1,False
LEMD1,False
BLACAT1,False
LEMD1-DT,False
CDK18,False
MFSD4A,True
ELK4,False
SLC45A3,False
NUCKS1,False
RAB29,False
AC119673.1,False
SLC41A1,False
AC119673.2,False
PM20D1,False
SLC26A9,False
AL713965.1,False
RAB7B,False
CTSE,False
RHEX,True
AVPR1B,False
AC244035.1,False
AC244035.4,False
AC244035.2,False
FAM72A,False
SRGAP2,False
IKBKE,False
C1orf147,False
AC244034.2,False
RASSF5,False
EIF2D,False
AL591846.2,False
DYRK3,False
MAPKAPK2,False
IL10,False
IL19,False
IL20,True
IL24,True
FCMR,False
PIGR,False
FCAMR,False
C1orf116,False
PFKFB2,False
YOD1,False
C4BPB,False
C4BPA,False
AL445493.3,False
AL445493.2,False
AL596218.1,False
CD55,False
AL391597.1,False
CR2,True
CR1,True
AL137789.1,False
CR1L,False
AL137789.2,False
CD46,False
MIR29B2CHG,False
CD34,False
AL356275.1,False
LINC02767,False
PLXNA2,True
AL590138.1,False
AL606753.2,False
LINC01735,False
LINC02769,False
LINC01717,False
LINC01774,False
AC092810.4,False
AC092810.3,False
LINC01696,False
LINC01698,False
MIR205HG,False
AL023754.1,False
AL023754.2,False
CAMK1G,False
LAMB3,False
HSD11B1-AS1,False
G0S2,True
HSD11B1,False
TRAF3IP3,False
C1orf74,False
IRF6,False
UTP25,False
SYT14,False
AL022397.1,False
SERTAD4-AS1,False
SERTAD4,False
HHAT,False
AL034351.4,True
AL034351.3,False
KCNH1,False
AC092017.4,False
KCNH1-IT1,False
RCOR3,False
TRAF5,False
AL590101.1,False
LINC00467,False
RD3,False
AC105275.1,False
SLC30A1,False
AC105275.2,False
AL356310.1,False
LINC01693,False
NEK2,False
AC096637.2,False
AC096637.1,False
LPGAT1,False
LPGAT1-AS1,False
INTS7,False
DTL,False
AL606468.1,False
LINC02608,False
PPP2R5A,False
AL360091.2,True
AL360091.3,False
AL360091.1,False
PACC1,False
AC092803.3,False
NENF,False
LINC02771,False
AC092803.2,True
LINC01740,False
AC092803.1,False
AC092803.4,False
ATF3,False
AL590648.2,False
FAM71A,False
LINC02773,False
BATF3,False
NSL1,False
TATDN3,False
SPATA45,True
FLVCR1-DT,False
FLVCR1,False
AC104333.4,False
VASH2,False
ANGEL2,False
RPS6KC1,False
AL592402.1,False
AC096639.1,False
PROX1-AS1,False
LINC00538,False
PROX1,False
AC011700.1,False
AL606537.1,False
LINC02775,False
SMYD2,False
AL929236.1,False
PTPN14,False
CENPF,True
AC099563.2,False
KCNK2,False
AL450990.1,False
KCTD3,False
USH2A,False
AL358452.1,False
AC093581.1,False
AC138024.1,False
ESRRG,False
GPATCH2,False
SPATA17,False
SPATA17-AS1,False
LINC00210,False
AL355526.1,False
LINC01653,False
AL355526.2,False
RRP15,False
TGFB2-AS1,False
TGFB2,False
TGFB2-OT1,False
C1orf143,False
LINC01710,False
LYPLAL1-DT,True
LYPLAL1,False
AL360093.1,False
AC096642.1,True
AC096642.2,False
LYPLAL1-AS1,False
AL356364.1,False
ZC3H11B,False
SLC30A10,False
EPRS,False
BPNT1,False
IARS2,False
RAB3GAP2,False
AL451081.1,False
AC096644.3,False
LINC02779,False
MARK1,False
C1orf115,False
MARC2,False
MARC1,False
RNU6ATAC35P,False
AL445423.1,False
LINC01352,False
HLX-AS1,False
HLX,False
LINC02817,False
AL360013.2,False
AL360013.3,False
AL360013.4,False
DUSP10,False
LINC01655,False
LINC02257,False
LINC02474,False
LINC01705,False
AL356108.1,False
AL513314.1,False
AL513314.2,False
HHIPL2,True
TAF1A,False
TAF1A-AS1,False
MIA3,False
AL592148.3,False
AIDA,False
BROX,False
FAM177B,False
AL392172.2,False
AL392172.1,False
DISP1,False
AL929091.1,False
TLR5,False
AL359979.2,False
AL359979.1,False
SUSD4,True
CCDC185,False
CAPN8,True
CAPN2,False
TP53BP2,False
AC138393.3,False
FBXO28,False
DEGS1,False
AC092809.2,False
AC092809.4,True
NVL,False
CNIH4,False
WDR26,False
CNIH3,False
AC096537.1,False
AL596330.2,False
AL596330.1,False
LINC02813,False
AL391811.1,False
DNAH14,False
LBR,False
LINC02765,False
AC092811.1,False
ENAH,False
AC099066.2,False
AC099066.1,False
SRP9,False
EPHX1,False
AL591895.1,False
TMEM63A,False
LEFTY1,False
PYCR2,False
AL117348.1,False
LEFTY2,False
SDE2,False
AL512343.2,False
H3F3A,False
LINC01703,False
ACBD3,False
ACBD3-AS1,False
MIXL1,False
LIN9,False
PARP1,False
AL359704.3,False
STUM,True
ITPKB,False
ITPKB-IT1,False
ITPKB-AS1,False
AL359732.1,False
PSEN2,False
COQ8A,False
CDC42BPA,False
AL353689.2,False
AL353689.3,False
AL451047.1,False
AL627308.3,False
LINC01641,False
AL451054.4,False
ZNF678,False
SNAP47,False
JMJD4,False
SNAP47-AS1,False
AL731702.1,False
PRSS38,False
WNT9A,True
WNT3A,False
LINC02809,False
ARF1,False
C1orf35,False
MRPL55,False
AL136379.1,False
GUK1,False
GJC2,False
IBA57-DT,False
IBA57,False
OBSCN-AS1,True
OBSCN,False
AL353593.1,False
AL353593.2,False
AL353593.3,False
AL670729.3,False
AL670729.2,False
TRIM11,False
AL670729.1,False
AL139288.1,False
TRIM17,False
HIST3H3,False
HIST3H2A,False
HIST3H2BB,False
RNF187,False
RHOU,False
LINC02815,False
LINC02814,False
AL162595.2,False
TMEM78,False
AL162595.1,False
RAB4A,False
SPHAR,False
AL117350.1,False
CCSAP,False
ACTA1,False
NUP133,False
AL160004.1,False
AL121990.1,False
ABCB10,False
TAF5L,False
URB2,False
LINC01682,False
LINC01736,False
GALNT2,False
AL136988.2,False
AL136988.1,False
PGBD5,False
AL133516.1,False
LINC01737,False
COG2,False
AL158214.2,False
AGT,False
AL512328.1,False
CAPN9,False
AL118511.2,False
C1orf198,False
AL118511.1,False
AL118511.4,False
AL118511.3,False
TTC13,False
ARV1,False
FAM89A,False
TRIM67,False
AL109810.2,False
C1orf131,False
GNPAT,False
EXOC8,False
SPRTN,False
EGLN1,False
AL445524.1,False
TSNAX,False
LINC00582,False
DISC1,False
AL136171.2,False
DISC1-IT1,False
